river_level,rainfall_rate,hour_of_day,month
1.5,0.09,12,5
1.5,0.11,13,5
1.5,0.25,14,5
1.5,0.29,15,5
1.5,0.22,16,5
1.5,0.15,17,5
1.5,0.11,18,5
1.5,0.09,19,5
1.5,0.07,20,5
1.5,0.06,21,5
1.5,0.04,22,5
1.5,0.03,23,5
1.5,0.05,0,5
1.5,0.05,1,5
1.5,0.05,2,5
1.5,0.05,3,5
1.5,0.05,4,5
1.5,0.08,5,5
1.5,0.14,6,5
1.5,0.19,7,5
1.5,0.25,8,5
1.5,0.27,9,5
1.5,0.3,10,5
1.5,0.33,11,5
1.5,0.35,12,5
1.5,0.41,13,5
1.5,0.95,14,5
1.5,1.09,15,5
1.5,0.82,16,5
1.5,0.55,17,5
1.5,0.41,18,5
1.5,0.33,19,5
1.5,0.27,20,5
1.5,0.22,21,5
1.5,0.16,22,5
1.5,0.11,23,5
1.5,0.01,0,5
1.5,0.01,1,5
1.5,0.01,2,5
1.5,0.01,3,5
1.5,0.01,4,5
1.5,0.01,5,5
1.5,0.02,6,5
1.5,0.03,7,5
1.5,0.04,8,5
1.5,0.04,9,5
1.5,0.05,10,5
1.5,0.05,11,5
1.5,0.06,12,5
1.5,0.07,13,5
1.5,0.15,14,5
1.5,0.17,15,5
1.5,0.13,16,5
1.5,0.09,17,5
1.5,0.07,18,5
1.5,0.05,19,5
1.5,0.04,20,5
1.5,0.03,21,5
1.5,0.03,22,5
1.5,0.02,23,5
1.5,0.01,0,5
1.5,0.01,1,5
1.5,0.01,2,5
1.5,0.01,3,5
1.5,0.01,4,5
1.5,0.02,5,5
1.5,0.03,6,5
1.5,0.04,7,5
1.5,0.06,8,5
1.5,0.06,9,5
1.5,0.07,10,5
1.5,0.07,11,5
1.5,0.08,12,5
1.5,0.09,13,5
1.5,0.22,14,5
1.5,0.25,15,5
1.5,0.19,16,5
1.5,0.12,17,5
1.5,0.09,18,5
1.5,0.07,19,5
1.5,0.06,20,5
1.5,0.05,21,5
1.5,0.04,22,5
1.5,0.02,23,5
1.51,0.0,0,5
1.51,0.0,1,5
1.51,0.0,2,5
1.51,0.0,3,5
1.51,0.0,4,5
1.51,0.01,5,5
1.51,0.01,6,5
1.51,0.02,7,5
1.51,0.02,8,5
1.51,0.02,9,5
1.51,0.02,10,5
1.51,0.03,11,5
1.51,0.03,12,5
1.51,0.03,13,5
1.51,0.08,14,5
1.51,0.09,15,5
1.51,0.07,16,5
1.51,0.04,17,5
1.51,0.03,18,5
1.51,0.03,19,5
1.51,0.02,20,5
1.51,0.02,21,5
1.51,0.01,22,5
1.51,0.01,23,5
1.5,0.0,0,5
1.5,0.0,1,5
1.5,0.0,2,5
1.5,0.0,3,5
1.5,0.0,4,5
1.5,0.0,5,5
1.5,0.01,6,5
1.5,0.01,7,5
1.5,0.01,8,5
1.5,0.01,9,5
1.5,0.01,10,5
1.5,0.01,11,5
1.5,0.01,12,5
1.5,0.02,13,5
1.5,0.04,14,5
1.5,0.04,15,5
1.5,0.03,16,5
1.5,0.02,17,5
1.5,0.02,18,5
1.5,0.01,19,5
1.5,0.01,20,5
1.5,0.01,21,5
1.5,0.01,22,5
1.5,0.0,23,5
1.5,0.07,0,5
1.5,0.07,1,5
1.5,0.07,2,5
1.5,0.07,3,5
1.5,0.07,4,5
1.5,0.11,5,5
1.5,0.18,6,5
1.5,0.25,7,5
1.5,0.32,8,5
1.5,0.36,9,5
1.5,0.4,10,5
1.5,0.43,11,5
1.5,0.47,12,5
1.5,0.54,13,5
1.5,1.26,14,5
1.5,1.44,15,5
1.5,1.08,16,5
1.5,0.72,17,5
1.5,0.54,18,5
1.5,0.43,19,5
1.5,0.36,20,5
1.5,0.29,21,5
1.5,0.22,22,5
1.5,0.14,23,5
1.5,0.04,0,5
1.5,0.04,1,5
1.5,0.04,2,5
1.5,0.04,3,5
1.5,0.04,4,5
1.5,0.05,5,5
1.5,0.09,6,5
1.5,0.12,7,5
1.5,0.16,8,5
1.5,0.18,9,5
1.5,0.2,10,5
1.5,0.21,11,5
1.5,0.23,12,5
1.5,0.27,13,5
1.5,0.62,14,5
1.5,0.71,15,5
1.5,0.53,16,5
1.5,0.36,17,5
1.5,0.27,18,5
1.5,0.21,19,5
1.5,0.18,20,5
1.5,0.14,21,5
1.5,0.11,22,5
1.5,0.07,23,5
1.5,0.01,0,6
1.5,0.01,1,6
1.5,0.01,2,6
1.5,0.01,3,6
1.5,0.01,4,6
1.5,0.02,5,6
1.5,0.03,6,6
1.5,0.04,7,6
1.5,0.06,8,6
1.5,0.06,9,6
1.5,0.07,10,6
1.5,0.07,11,6
1.5,0.08,12,6
1.5,0.09,13,6
1.5,0.22,14,6
1.5,0.25,15,6
1.5,0.19,16,6
1.5,0.12,17,6
1.5,0.09,18,6
1.5,0.07,19,6
1.5,0.06,20,6
1.5,0.05,21,6
1.5,0.04,22,6
1.5,0.02,23,6
1.5,0.0,0,6
1.5,0.0,1,6
1.5,0.0,2,6
1.5,0.0,3,6
1.5,0.0,4,6
1.5,0.0,5,6
1.5,0.01,6,6
1.5,0.01,7,6
1.5,0.01,8,6
1.5,0.01,9,6
1.5,0.02,10,6
1.5,0.02,11,6
1.5,0.02,12,6
1.5,0.02,13,6
1.5,0.05,14,6
1.5,0.06,15,6
1.5,0.04,16,6
1.5,0.03,17,6
1.5,0.02,18,6
1.5,0.02,19,6
1.5,0.01,20,6
1.5,0.01,21,6
1.5,0.01,22,6
1.5,0.01,23,6
1.5,0.24,0,6
1.5,0.24,1,6
1.5,0.24,2,6
1.5,0.24,3,6
1.5,0.24,4,6
1.5,0.35,5,6
1.5,0.59,6,6
1.5,0.82,7,6
1.5,1.06,8,6
1.5,1.18,9,6
1.5,1.3,10,6
1.5,1.41,11,6
1.5,1.53,12,6
1.5,1.77,13,6
1.5,4.12,14,6
1.5,4.71,15,6
1.5,3.53,16,6
1.5,2.36,17,6
1.5,1.77,18,6
1.5,1.41,19,6
1.5,1.18,20,6
1.5,0.94,21,6
1.5,0.71,22,6
1.5,0.47,23,6
1.5,0.01,0,6
1.5,0.01,1,6
1.5,0.01,2,6
1.5,0.01,3,6
1.5,0.01,4,6
1.5,0.02,5,6
1.5,0.03,6,6
1.5,0.04,7,6
1.5,0.06,8,6
1.5,0.06,9,6
1.5,0.07,10,6
1.5,0.07,11,6
1.5,0.08,12,6
1.5,0.09,13,6
1.5,0.22,14,6
1.5,0.25,15,6
1.5,0.19,16,6
1.5,0.12,17,6
1.5,0.09,18,6
1.5,0.07,19,6
1.5,0.06,20,6
1.5,0.05,21,6
1.5,0.04,22,6
1.5,0.02,23,6
1.5,0.05,0,6
1.5,0.05,1,6
1.5,0.05,2,6
1.5,0.05,3,6
1.5,0.05,4,6
1.5,0.08,5,6
1.5,0.13,6,6
1.5,0.19,7,6
1.5,0.24,8,6
1.5,0.27,9,6
1.5,0.3,10,6
1.5,0.32,11,6
1.5,0.35,12,6
1.5,0.4,13,6
1.5,0.94,14,6
1.5,1.08,15,6
1.5,0.81,16,6
1.5,0.54,17,6
1.5,0.4,18,6
1.5,0.32,19,6
1.5,0.27,20,6
1.5,0.22,21,6
1.5,0.16,22,6
1.5,0.11,23,6
1.5,0.07,0,6
1.5,0.07,1,6
1.5,0.07,2,6
1.5,0.07,3,6
1.5,0.07,4,6
1.5,0.1,5,6
1.5,0.17,6,6
1.5,0.23,7,6
1.5,0.3,8,6
1.5,0.33,9,6
1.5,0.36,10,6
1.5,0.4,11,6
1.5,0.43,12,6
1.5,0.5,13,6
1.5,1.16,14,6
1.5,1.32,15,6
1.5,0.99,16,6
1.5,0.66,17,6
1.5,0.5,18,6
1.5,0.4,19,6
1.5,0.33,20,6
1.5,0.26,21,6
1.5,0.2,22,6
1.5,0.13,23,6
1.5,0.0,0,6
1.5,0.0,1,6
1.5,0.0,2,6
1.5,0.0,3,6
1.5,0.0,4,6
1.5,0.0,5,6
1.5,0.0,6,6
1.5,0.01,7,6
1.5,0.01,8,6
1.5,0.01,9,6
1.5,0.01,10,6
1.5,0.01,11,6
1.5,0.01,12,6
1.5,0.01,13,6
1.5,0.03,14,6
1.5,0.03,15,6
1.5,0.02,16,6
1.5,0.01,17,6
1.5,0.01,18,6
1.5,0.01,19,6
1.5,0.01,20,6
1.5,0.01,21,6
1.5,0.0,22,6
1.5,0.0,23,6
1.5,0.01,0,6
1.5,0.01,1,6
1.5,0.01,2,6
1.5,0.01,3,6
1.5,0.01,4,6
1.5,0.01,5,6
1.5,0.01,6,6
1.5,0.02,7,6
1.5,0.02,8,6
1.5,0.03,9,6
1.5,0.03,10,6
1.5,0.03,11,6
1.5,0.03,12,6
1.5,0.04,13,6
1.5,0.09,14,6
1.5,0.1,15,6
1.5,0.08,16,6
1.5,0.05,17,6
1.5,0.04,18,6
1.5,0.03,19,6
1.5,0.03,20,6
1.5,0.02,21,6
1.5,0.02,22,6
1.5,0.01,23,6
1.5,0.08,0,6
1.5,0.08,1,6
1.5,0.08,2,6
1.5,0.08,3,6
1.5,0.08,4,6
1.5,0.13,5,6
1.5,0.21,6,6
1.5,0.29,7,6
1.5,0.38,8,6
1.5,0.42,9,6
1.5,0.46,10,6
1.5,0.5,11,6
1.5,0.54,12,6
1.5,0.63,13,6
1.5,1.46,14,6
1.5,1.67,15,6
1.5,1.25,16,6
1.5,0.84,17,6
1.5,0.63,18,6
1.5,0.5,19,6
1.5,0.42,20,6
1.5,0.33,21,6
1.5,0.25,22,6
1.5,0.17,23,6
1.5,0.05,0,6
1.5,0.05,1,6
1.5,0.05,2,6
1.5,0.05,3,6
1.5,0.05,4,6
1.5,0.08,5,6
1.5,0.13,6,6
1.5,0.18,7,6
1.5,0.24,8,6
1.5,0.26,9,6
1.5,0.29,10,6
1.5,0.31,11,6
1.5,0.34,12,6
1.5,0.39,13,6
1.5,0.92,14,6
1.5,1.05,15,6
1.5,0.79,16,6
1.5,0.52,17,6
1.5,0.39,18,6
1.5,0.31,19,6
1.5,0.26,20,6
1.5,0.21,21,6
1.5,0.16,22,6
1.5,0.1,23,6
1.5,0.06,0,6
1.5,0.06,1,6
1.5,0.06,2,6
1.5,0.06,3,6
1.5,0.06,4,6
1.5,0.08,5,6
1.5,0.14,6,6
1.5,0.2,7,6
1.5,0.25,8,6
1.5,0.28,9,6
1.5,0.31,10,6
1.5,0.34,11,6
1.5,0.36,12,6
1.5,0.42,13,6
1.5,0.98,14,6
1.5,1.12,15,6
1.5,0.84,16,6
1.5,0.56,17,6
1.5,0.42,18,6
1.5,0.34,19,6
1.5,0.28,20,6
1.5,0.22,21,6
1.5,0.17,22,6
1.5,0.11,23,6
1.51,0.41,0,6
1.51,0.41,1,6
1.51,0.41,2,6
1.51,0.41,3,6
1.51,0.41,4,6
1.51,0.61,5,6
1.51,1.02,6,6
1.51,1.43,7,6
1.51,1.83,8,6
1.51,2.04,9,6
1.51,2.24,10,6
1.51,2.44,11,6
1.51,2.65,12,6
1.51,3.05,13,6
1.51,7.13,14,6
1.51,8.15,15,6
1.51,6.11,16,6
1.51,4.07,17,6
1.51,3.05,18,6
1.51,2.44,19,6
1.51,2.04,20,6
1.51,1.63,21,6
1.51,1.22,22,6
1.51,0.81,23,6
1.51,0.18,0,6
1.51,0.18,1,6
1.51,0.18,2,6
1.51,0.18,3,6
1.51,0.18,4,6
1.51,0.27,5,6
1.51,0.45,6,6
1.51,0.63,7,6
1.51,0.81,8,6
1.51,0.9,9,6
1.51,0.99,10,6
1.51,1.08,11,6
1.51,1.17,12,6
1.51,1.35,13,6
1.51,3.14,14,6
1.51,3.59,15,6
1.51,2.69,16,6
1.51,1.8,17,6
1.51,1.35,18,6
1.51,1.08,19,6
1.51,0.9,20,6
1.51,0.72,21,6
1.51,0.54,22,6
1.51,0.36,23,6
1.51,0.0,0,6
1.51,0.0,1,6
1.51,0.0,2,6
1.51,0.0,3,6
1.51,0.0,4,6
1.51,0.01,5,6
1.51,0.01,6,6
1.51,0.01,7,6
1.51,0.02,8,6
1.51,0.02,9,6
1.51,0.02,10,6
1.51,0.02,11,6
1.51,0.02,12,6
1.51,0.03,13,6
1.51,0.06,14,6
1.51,0.07,15,6
1.51,0.05,16,6
1.51,0.04,17,6
1.51,0.03,18,6
1.51,0.02,19,6
1.51,0.02,20,6
1.51,0.01,21,6
1.51,0.01,22,6
1.51,0.01,23,6
1.5,0.01,0,6
1.5,0.01,1,6
1.5,0.01,2,6
1.5,0.01,3,6
1.5,0.01,4,6
1.5,0.01,5,6
1.5,0.02,6,6
1.5,0.03,7,6
1.5,0.04,8,6
1.5,0.04,9,6
1.5,0.04,10,6
1.5,0.05,11,6
1.5,0.05,12,6
1.5,0.06,13,6
1.5,0.14,14,6
1.5,0.16,15,6
1.5,0.12,16,6
1.5,0.08,17,6
1.5,0.06,18,6
1.5,0.05,19,6
1.5,0.04,20,6
1.5,0.03,21,6
1.5,0.02,22,6
1.5,0.02,23,6
1.5,0.0,0,6
1.5,0.0,1,6
1.5,0.0,2,6
1.5,0.0,3,6
1.5,0.0,4,6
1.5,0.0,5,6
1.5,0.01,6,6
1.5,0.01,7,6
1.5,0.01,8,6
1.5,0.01,9,6
1.5,0.02,10,6
1.5,0.02,11,6
1.5,0.02,12,6
1.5,0.02,13,6
1.5,0.05,14,6
1.5,0.06,15,6
1.5,0.04,16,6
1.5,0.03,17,6
1.5,0.02,18,6
1.5,0.02,19,6
1.5,0.01,20,6
1.5,0.01,21,6
1.5,0.01,22,6
1.5,0.01,23,6
1.5,0.09,0,6
1.5,0.09,1,6
1.5,0.09,2,6
1.5,0.09,3,6
1.5,0.09,4,6
1.5,0.13,5,6
1.5,0.22,6,6
1.5,0.31,7,6
1.5,0.4,8,6
1.5,0.44,9,6
1.5,0.49,10,6
1.5,0.53,11,6
1.5,0.58,12,6
1.5,0.67,13,6
1.5,1.55,14,6
1.5,1.77,15,6
1.5,1.33,16,6
1.5,0.89,17,6
1.5,0.67,18,6
1.5,0.53,19,6
1.5,0.44,20,6
1.5,0.35,21,6
1.5,0.27,22,6
1.5,0.18,23,6
1.5,0.02,0,6
1.5,0.02,1,6
1.5,0.02,2,6
1.5,0.02,3,6
1.5,0.02,4,6
1.5,0.04,5,6
1.5,0.06,6,6
1.5,0.09,7,6
1.5,0.11,8,6
1.5,0.12,9,6
1.5,0.14,10,6
1.5,0.15,11,6
1.5,0.16,12,6
1.5,0.19,13,6
1.5,0.43,14,6
1.5,0.49,15,6
1.5,0.37,16,6
1.5,0.25,17,6
1.5,0.19,18,6
1.5,0.15,19,6
1.5,0.12,20,6
1.5,0.1,21,6
1.5,0.07,22,6
1.5,0.05,23,6
1.5,0.0,0,6
1.5,0.0,1,6
1.5,0.0,2,6
1.5,0.0,3,6
1.5,0.0,4,6
1.5,0.0,5,6
1.5,0.0,6,6
1.5,0.0,7,6
1.5,0.0,8,6
1.5,0.0,9,6
1.5,0.0,10,6
1.5,0.0,11,6
1.5,0.0,12,6
1.5,0.01,13,6
1.5,0.01,14,6
1.5,0.01,15,6
1.5,0.01,16,6
1.5,0.01,17,6
1.5,0.01,18,6
1.5,0.0,19,6
1.5,0.0,20,6
1.5,0.0,21,6
1.5,0.0,22,6
1.5,0.0,23,6
1.5,0.02,0,6
1.5,0.02,1,6
1.5,0.02,2,6
1.5,0.02,3,6
1.5,0.02,4,6
1.5,0.03,5,6
1.5,0.05,6,6
1.5,0.07,7,6
1.5,0.09,8,6
1.5,0.1,9,6
1.5,0.11,10,6
1.5,0.12,11,6
1.5,0.13,12,6
1.5,0.15,13,6
1.5,0.36,14,6
1.5,0.41,15,6
1.5,0.31,16,6
1.5,0.2,17,6
1.5,0.15,18,6
1.5,0.12,19,6
1.5,0.1,20,6
1.5,0.08,21,6
1.5,0.06,22,6
1.5,0.04,23,6
1.5,0.0,0,6
1.5,0.0,1,6
1.5,0.0,2,6
1.5,0.0,3,6
1.5,0.0,4,6
1.5,0.01,5,6
1.5,0.01,6,6
1.5,0.02,7,6
1.5,0.02,8,6
1.5,0.02,9,6
1.5,0.02,10,6
1.5,0.03,11,6
1.5,0.03,12,6
1.5,0.03,13,6
1.5,0.08,14,6
1.5,0.09,15,6
1.5,0.07,16,6
1.5,0.04,17,6
1.5,0.03,18,6
1.5,0.03,19,6
1.5,0.02,20,6
1.5,0.02,21,6
1.5,0.01,22,6
1.5,0.01,23,6
1.5,0.01,0,6
1.5,0.01,1,6
1.5,0.01,2,6
1.5,0.01,3,6
1.5,0.01,4,6
1.5,0.02,5,6
1.5,0.03,6,6
1.5,0.05,7,6
1.5,0.06,8,6
1.5,0.07,9,6
1.5,0.08,10,6
1.5,0.08,11,6
1.5,0.09,12,6
1.5,0.1,13,6
1.5,0.24,14,6
1.5,0.28,15,6
1.5,0.21,16,6
1.5,0.14,17,6
1.5,0.1,18,6
1.5,0.08,19,6
1.5,0.07,20,6
1.5,0.06,21,6
1.5,0.04,22,6
1.5,0.03,23,6
1.5,0.09,0,6
1.5,0.09,1,6
1.5,0.09,2,6
1.5,0.09,3,6
1.5,0.09,4,6
1.5,0.13,5,6
1.5,0.22,6,6
1.5,0.31,7,6
1.5,0.39,8,6
1.5,0.44,9,6
1.5,0.48,10,6
1.5,0.52,11,6
1.5,0.57,12,6
1.5,0.65,13,6
1.5,1.53,14,6
1.5,1.75,15,6
1.5,1.31,16,6
1.5,0.87,17,6
1.5,0.65,18,6
1.5,0.52,19,6
1.5,0.44,20,6
1.5,0.35,21,6
1.5,0.26,22,6
1.5,0.17,23,6
1.5,0.01,0,6
1.5,0.01,1,6
1.5,0.01,2,6
1.5,0.01,3,6
1.5,0.01,4,6
1.5,0.02,5,6
1.5,0.03,6,6
1.5,0.05,7,6
1.5,0.06,8,6
1.5,0.07,9,6
1.5,0.08,10,6
1.5,0.08,11,6
1.5,0.09,12,6
1.5,0.1,13,6
1.5,0.24,14,6
1.5,0.28,15,6
1.5,0.21,16,6
1.5,0.14,17,6
1.5,0.1,18,6
1.5,0.08,19,6
1.5,0.07,20,6
1.5,0.06,21,6
1.5,0.04,22,6
1.5,0.03,23,6
1.5,0.04,0,6
1.5,0.04,1,6
1.5,0.04,2,6
1.5,0.04,3,6
1.5,0.04,4,6
1.5,0.05,5,6
1.5,0.09,6,6
1.5,0.12,7,6
1.5,0.16,8,6
1.5,0.18,9,6
1.5,0.2,10,6
1.5,0.21,11,6
1.5,0.23,12,6
1.5,0.27,13,6
1.5,0.62,14,6
1.5,0.71,15,6
1.5,0.53,16,6
1.5,0.36,17,6
1.5,0.27,18,6
1.5,0.21,19,6
1.5,0.18,20,6
1.5,0.14,21,6
1.5,0.11,22,6
1.5,0.07,23,6
1.5,0.01,0,6
1.5,0.01,1,6
1.5,0.01,2,6
1.5,0.01,3,6
1.5,0.01,4,6
1.5,0.02,5,6
1.5,0.03,6,6
1.5,0.05,7,6
1.5,0.06,8,6
1.5,0.07,9,6
1.5,0.08,10,6
1.5,0.08,11,6
1.5,0.09,12,6
1.5,0.1,13,6
1.5,0.24,14,6
1.5,0.28,15,6
1.5,0.21,16,6
1.5,0.14,17,6
1.5,0.1,18,6
1.5,0.08,19,6
1.5,0.07,20,6
1.5,0.06,21,6
1.5,0.04,22,6
1.5,0.03,23,6
1.5,0.01,0,6
1.5,0.01,1,6
1.5,0.01,2,6
1.5,0.01,3,6
1.5,0.01,4,6
1.5,0.02,5,6
1.5,0.03,6,6
1.5,0.05,7,6
1.5,0.06,8,6
1.5,0.07,9,6
1.5,0.07,10,6
1.5,0.08,11,6
1.5,0.09,12,6
1.5,0.1,13,6
1.5,0.23,14,6
1.5,0.26,15,6
1.5,0.2,16,6
1.5,0.13,17,6
1.5,0.1,18,6
1.5,0.08,19,6
1.5,0.07,20,6
1.5,0.05,21,6
1.5,0.04,22,6
1.5,0.03,23,6
1.5,0.02,0,6
1.5,0.02,1,6
1.5,0.02,2,6
1.5,0.02,3,6
1.5,0.02,4,6
1.5,0.03,5,6
1.5,0.05,6,6
1.5,0.07,7,6
1.5,0.09,8,6
1.5,0.1,9,6
1.5,0.11,10,6
1.5,0.12,11,6
1.5,0.13,12,6
1.5,0.15,13,6
1.5,0.36,14,6
1.5,0.41,15,6
1.5,0.31,16,6
1.5,0.2,17,6
1.5,0.15,18,6
1.5,0.12,19,6
1.5,0.1,20,6
1.5,0.08,21,6
1.5,0.06,22,6
1.5,0.04,23,6
1.5,0.02,0,6
1.5,0.02,1,6
1.5,0.02,2,6
1.5,0.02,3,6
1.5,0.02,4,6
1.5,0.03,5,6
1.5,0.05,6,6
1.5,0.07,7,6
1.5,0.09,8,6
1.5,0.09,9,6
1.5,0.1,10,6
1.5,0.11,11,6
1.5,0.12,12,6
1.5,0.14,13,6
1.5,0.33,14,6
1.5,0.38,15,6
1.5,0.28,16,6
1.5,0.19,17,6
1.5,0.14,18,6
1.5,0.11,19,6
1.5,0.09,20,6
1.5,0.08,21,6
1.5,0.06,22,6
1.5,0.04,23,6
1.5,0.07,0,6
1.5,0.07,1,6
1.5,0.07,2,6
1.5,0.07,3,6
1.5,0.07,4,6
1.5,0.1,5,6
1.5,0.17,6,6
1.5,0.23,7,6
1.5,0.3,8,6
1.5,0.33,9,6
1.5,0.37,10,6
1.5,0.4,11,6
1.5,0.43,12,6
1.5,0.5,13,6
1.5,1.17,14,6
1.5,1.34,15,6
1.5,1.0,16,6
1.5,0.67,17,6
1.5,0.5,18,6
1.5,0.4,19,6
1.5,0.33,20,6
1.5,0.27,21,6
1.5,0.2,22,6
1.5,0.13,23,6
1.5,0.03,0,7
1.5,0.03,1,7
1.5,0.03,2,7
1.5,0.03,3,7
1.5,0.03,4,7
1.5,0.05,5,7
1.5,0.08,6,7
1.5,0.11,7,7
1.5,0.14,8,7
1.5,0.15,9,7
1.5,0.17,10,7
1.5,0.18,11,7
1.5,0.2,12,7
1.5,0.23,13,7
1.5,0.53,14,7
1.5,0.61,15,7
1.5,0.46,16,7
1.5,0.31,17,7
1.5,0.23,18,7
1.5,0.18,19,7
1.5,0.15,20,7
1.5,0.12,21,7
1.5,0.09,22,7
1.5,0.06,23,7
1.5,0.0,0,7
1.5,0.0,1,7
1.5,0.0,2,7
1.5,0.0,3,7
1.5,0.0,4,7
1.5,0.0,5,7
1.5,0.01,6,7
1.5,0.01,7,7
1.5,0.01,8,7
1.5,0.01,9,7
1.5,0.02,10,7
1.5,0.02,11,7
1.5,0.02,12,7
1.5,0.02,13,7
1.5,0.05,14,7
1.5,0.06,15,7
1.5,0.04,16,7
1.5,0.03,17,7
1.5,0.02,18,7
1.5,0.02,19,7
1.5,0.01,20,7
1.5,0.01,21,7
1.5,0.01,22,7
1.5,0.01,23,7
1.5,0.01,0,7
1.5,0.01,1,7
1.5,0.01,2,7
1.5,0.01,3,7
1.5,0.01,4,7
1.5,0.01,5,7
1.5,0.01,6,7
1.5,0.02,7,7
1.5,0.02,8,7
1.5,0.03,9,7
1.5,0.03,10,7
1.5,0.03,11,7
1.5,0.03,12,7
1.5,0.04,13,7
1.5,0.09,14,7
1.5,0.1,15,7
1.5,0.08,16,7
1.5,0.05,17,7
1.5,0.04,18,7
1.5,0.03,19,7
1.5,0.03,20,7
1.5,0.02,21,7
1.5,0.02,22,7
1.5,0.01,23,7
1.5,0.18,0,7
1.5,0.18,1,7
1.5,0.18,2,7
1.5,0.18,3,7
1.5,0.18,4,7
1.5,0.28,5,7
1.5,0.46,6,7
1.5,0.64,7,7
1.5,0.83,8,7
1.5,0.92,9,7
1.5,1.01,10,7
1.5,1.1,11,7
1.5,1.2,12,7
1.5,1.38,13,7
1.5,3.22,14,7
1.5,3.68,15,7
1.5,2.76,16,7
1.5,1.84,17,7
1.5,1.38,18,7
1.5,1.1,19,7
1.5,0.92,20,7
1.5,0.74,21,7
1.5,0.55,22,7
1.5,0.37,23,7
1.51,0.08,0,7
1.51,0.08,1,7
1.51,0.08,2,7
1.51,0.08,3,7
1.51,0.08,4,7
1.51,0.12,5,7
1.51,0.2,6,7
1.51,0.28,7,7
1.51,0.36,8,7
1.51,0.4,9,7
1.51,0.44,10,7
1.51,0.48,11,7
1.51,0.52,12,7
1.51,0.61,13,7
1.51,1.41,14,7
1.51,1.61,15,7
1.51,1.21,16,7
1.51,0.81,17,7
1.51,0.61,18,7
1.51,0.48,19,7
1.51,0.4,20,7
1.51,0.32,21,7
1.51,0.24,22,7
1.51,0.16,23,7
1.51,0.0,0,7
1.51,0.0,1,7
1.51,0.0,2,7
1.51,0.0,3,7
1.51,0.0,4,7
1.51,0.0,5,7
1.51,0.01,6,7
1.51,0.01,7,7
1.51,0.01,8,7
1.51,0.01,9,7
1.51,0.02,10,7
1.51,0.02,11,7
1.51,0.02,12,7
1.51,0.02,13,7
1.51,0.05,14,7
1.51,0.06,15,7
1.51,0.04,16,7
1.51,0.03,17,7
1.51,0.02,18,7
1.51,0.02,19,7
1.51,0.01,20,7
1.51,0.01,21,7
1.51,0.01,22,7
1.51,0.01,23,7
1.51,0.0,0,7
1.51,0.0,1,7
1.51,0.0,2,7
1.51,0.0,3,7
1.51,0.0,4,7
1.51,0.01,5,7
1.51,0.01,6,7
1.51,0.02,7,7
1.51,0.02,8,7
1.51,0.02,9,7
1.51,0.02,10,7
1.51,0.03,11,7
1.51,0.03,12,7
1.51,0.03,13,7
1.51,0.08,14,7
1.51,0.09,15,7
1.51,0.07,16,7
1.51,0.04,17,7
1.51,0.03,18,7
1.51,0.03,19,7
1.51,0.02,20,7
1.51,0.02,21,7
1.51,0.01,22,7
1.51,0.01,23,7
1.51,0.02,0,7
1.51,0.02,1,7
1.51,0.02,2,7
1.51,0.02,3,7
1.51,0.02,4,7
1.51,0.03,5,7
1.51,0.05,6,7
1.51,0.07,7,7
1.51,0.09,8,7
1.51,0.1,9,7
1.51,0.11,10,7
1.51,0.12,11,7
1.51,0.13,12,7
1.51,0.15,13,7
1.51,0.34,14,7
1.51,0.39,15,7
1.51,0.29,16,7
1.51,0.2,17,7
1.51,0.15,18,7
1.51,0.12,19,7
1.51,0.1,20,7
1.51,0.08,21,7
1.51,0.06,22,7
1.51,0.04,23,7
1.51,0.03,0,7
1.51,0.03,1,7
1.51,0.03,2,7
1.51,0.03,3,7
1.51,0.03,4,7
1.51,0.04,5,7
1.51,0.06,6,7
1.51,0.09,7,7
1.51,0.11,8,7
1.51,0.13,9,7
1.51,0.14,10,7
1.51,0.15,11,7
1.51,0.17,12,7
1.51,0.19,13,7
1.51,0.45,14,7
1.51,0.51,15,7
1.51,0.38,16,7
1.51,0.25,17,7
1.51,0.19,18,7
1.51,0.15,19,7
1.51,0.13,20,7
1.51,0.1,21,7
1.51,0.08,22,7
1.51,0.05,23,7
1.51,0.08,0,7
1.51,0.08,1,7
1.51,0.08,2,7
1.51,0.08,3,7
1.51,0.08,4,7
1.51,0.11,5,7
1.51,0.19,6,7
1.51,0.26,7,7
1.51,0.34,8,7
1.51,0.38,9,7
1.51,0.42,10,7
1.51,0.45,11,7
1.51,0.49,12,7
1.51,0.57,13,7
1.51,1.32,14,7
1.51,1.51,15,7
1.51,1.13,16,7
1.51,0.76,17,7
1.51,0.57,18,7
1.51,0.45,19,7
1.51,0.38,20,7
1.51,0.3,21,7
1.51,0.23,22,7
1.51,0.15,23,7
1.51,0.0,0,7
1.51,0.0,1,7
1.51,0.0,2,7
1.51,0.0,3,7
1.51,0.0,4,7
1.51,0.0,5,7
1.51,0.0,6,7
1.51,0.01,7,7
1.51,0.01,8,7
1.51,0.01,9,7
1.51,0.01,10,7
1.51,0.01,11,7
1.51,0.01,12,7
1.51,0.01,13,7
1.51,0.03,14,7
1.51,0.03,15,7
1.51,0.02,16,7
1.51,0.01,17,7
1.51,0.01,18,7
1.51,0.01,19,7
1.51,0.01,20,7
1.51,0.01,21,7
1.51,0.0,22,7
1.51,0.0,23,7
